"","uniform.title","count"
"2157","Deine Seele in mir",1
"2158","Deines Bruders Weib",1
"2159","Dekalog der Elemente ltTeilausgabe 4 Hefte",1
"2160","Delete",1
"2161","Delphi",1
"2162","Delphine Girardin de La Canne de M de Balzac",1
"2163","Dem Horizont so nah",1
"2164","Dem Netz des Jägers entronnen",2
"2165","Demetrius",1
"2166","Demian",34
"2167","Demiann",1
"2168","Demiannd",1
"2169","Demianrk",1
"2170","Den Tagen mehr Leben geben",1
"2171","Denkanstösse",1
"2172","Denkanstöße",2
"2173","Denkbilder",1
"2174","Denkwürdigkeiten eines Antisemiten",2
"2175","Denn das ist das Schreckliche an der Liebe",4
"2176","Denn mir entkommst du nicht",1
"2177","Der  Kreidekreis",1
"2178","Der 7 Tag",2
"2179","Der Abend des Adlers",1
"2180","Der abenteuerliche Simplicissimus",6
"2181","Der abenteuerliche Simplicissimus teutsch",1
"2182","Der abenteuerliche Simplicissimusnd",1
"2183","Der Abituriententag",6
"2184","Der Abituriententagn",1
"2185","Der Abituriententagnd",1
"2186","Der Abschied",1
"2187","Der Abschiedsbrief",2
"2188","Der Abt mit der Mistgabel",1
"2189","Der Ackermann aus Böhmen",5
"2190","Der Ackermann aus Böhmenn",1
"2191","Der Adjutant der Kaiserin",1
"2192","Der Adler von Kurdistan",1
"2193","Der Administrator",1
"2194","Der afrikanische Freund",1
"2195","Der ägyptische Heinrich",1
"2196","Der Ahnenmord",1
"2197","Der Akkordeonspieler",1
"2198","Der Alchimist von den Rocky Mountains",1
"2199","Der Allesforscher",1
"2200","Der Alpdruck",4
"2201","Der Alpdrucknd",1
"2202","Der Alte aus Atlantis",1
"2203","Der alte Mann spricht mit seiner Seele",1
"2204","Der alte Mann und die Bank",1
"2205","Der Ameisenfeind",1
"2206","Der Ameisenfeindn",1
"2207","Der amerikanische Investor",2
"2208","Der Amokläufer",4
"2209","Der Amokläufer Iwrith",1
"2210","Der Amokläufer neugriech",1
"2211","Der Amokläufern",1
"2212","Der Anarchist von Chicago",1
"2213","Der andere nebenan",9
"2214","Der Andere nebenanrk",1
"2215","Der andere Prozess",1
"2216","Der Anfang von allem",1
"2217","Der Anfang von allemnd",1
"2218","Der Angriff Iwrith",1
"2219","Der Angstfresser",1
"2220","Der Angstmann",1
"2221","Der Antichrist",3
"2222","Der Apostel",1
"2223","Der Apostel von Wien",3
"2224","Der Archipelagus",2
"2225","Der Aristokrat",2
"2226","Der arme Chatterton",1
"2227","Der arme Heinrich",1
"2228","Der arme Narr",1
"2229","Der arme Spielmann",4
"2230","Der arme Verschwender",1
"2231","Der arme Verschwendernd",1
"2232","Der Arzt von Stalingrad",2
"2233","Der Arzt von Stalingradnd",1
"2234","Der Assistent der Sternend",1
"2235","Der Atem",3
"2236","Der Atem der Vögel",1
"2237","Der aufhaltsame Aufstieg des Arturo Ui",4
"2238","Der Aufruhr um den Junker Ernst",2
"2239","Der Aufstand der Drachen",1
"2240","Der Aufstand der Fischer von St Barbara",1
"2241","Der Auftrag",1
"2242","Der Auftrag oder vom Beobachten des Beobachters der Beobachter",5
"2243","Der Auftrag oder vom Beobachten des Beobachters der Beobachternd",1
"2244","Der Auftrag oder vom Beobachten des Beobachters der Beobachterrk",1
"2245","Der Auftritt des linkshändigen Dichters Alexander Galajda",1
"2246","Der Augenblick der Liebe",3
"2247","Der Augenblick der Liebe neugriech",1
"2248","Der Augenblick der Liebend",1
"2249","Der Augenblick der Lieberk",1
"2250","Der Augenjäger",3
"2251","Der Augensammler",7
"2252","Der Augensammlern",1
"2253","Der Augensammlernd",1
"2254","Der Augentäuscher",1
"2255","Der Augenzeuge",4
"2256","Der Augenzeugerk",1
"2257","Der aus dem Licht kam",1
"2258","Der Auserwählte",1
"2259","Der Ausflug der toten Mädchen",2
"2260","Der Ausflug der toten Mädchen neugriech",1
"2261","Der Ausflug der toten Mädchen und andere Erzählungen ",1
"2262","Der Australier",1
"2263","Der aventiure crône",1
"2264","Der BabylonCode",2
"2265","Der BabylonCoderk",1
"2266","Der Babylonier",1
"2267","Der Babylonwald",1
"2268","Der Bäckerjunge von Znaim",1
"2269","Der Bademeister",1
"2270","Der Bajazzo",1
"2271","Der Balsamträger",1
"2272","Der barmherzige Hügel",1
"2273","Der Baron Bagge",3
"2274","Der Baron und die Fische",2
"2275","Der Bastard von  Berg",1
"2276","Der Bau",2
"2277","Der Bau neugriech",1
"2278","Der Baum der Reisenden",1
"2279","Der Baum des Lebens",1
"2280","Der Beginn der Vergangenheit",1
"2281","Der Begleiter",1
"2282","Der begrabene Leuchter",3
"2283","Der Beobachter",10
"2284","Der Beobachternd",1
"2285","Der Bergdoktor",1
"2286","Der beruhigende Klang von explodierendem Kerosin",3
"2287","Der Beschenkte",1
"2288","Der Bestatter",1
"2289","Der Bestatter in dunkler Vergangenheit",1
"2290","Der Besuch der alten Dame",8
"2291","Der Bettler von Granada",6
"2292","Der Beutegänger",1
"2293","Der bewaffnete Freund",1
"2294","Der Biberpelz",2
"2295","Der Bibliothekar",2
"2296","Der Bildverlust oder durch die Sierra de Gredos",6
"2297","Der Bildverlust oder durch die Sierra de Gredos neugriech",1
"2298","Der blasse Hund",1
"2299","Der blaue Basalt",1
"2300","Der blaue Himmel",5
"2301","Der blaue Himmel Iwrith",1
"2302","Der blaue Himmeln",2
"2303","Der blaue Himmelnd",1
"2304","Der blaue See ist heute grün",1
"2305","Der blaue Siphon",5
"2306","Der blaue Syphon",1
"2307","Der blaurote Methusalem",4
"2308","Der Blick durch den Spiegel",1
"2309","Der Blick durch den Spiegelnd",1
"2310","Der Blinde",1
"2311","Der blinde Geronimo und sein Bruder",1
"2312","Der blinde Masseur",1
"2313","Der blinde Spiegel",1
"2314","Der Blindensturz",4
"2315","Der Blogger",1
"2316","Der blonde Eckbert neugriech",1
"2317","Der Boxer",1
"2318","Der Brautpreis",2
"2319","Der Brenner und der liebe Gott",2
"2320","Der Brenner und der lieber Gott",1
"2321","Der Brotladen",1
"2322","Der Bruder",1
"2323","Der Buchtrinker",3
"2324","Der Buchtrinkernd",1
"2325","Der Buckel",1
"2326","Der Busant",1
"2327","Der Butt",7
"2328","Der Butt neugriech",1
"2329","Der Buttn",1
"2330","Der Buttnd",1
"2331","Der Campusnd",1
"2332","Der Chaosmacher",1
"2333","Der Chauffeur",1
"2334","Der Chef ist verschwunden",1
"2335","Der cherubinische Wandersmann",1
"2336","Der ChickCode",1
"2337","Der Chinese",3
"2338","Der Chinese des Schmerzes",4
"2339","Der Chinesen",1
"2340","Der Chirurg von Campodios",2
"2341","Der Club der Traumtänzer",1
"2342","Der Collini Fall",1
"2343","Der Commander",1
"2344","Der Comp und der Kybernetiker",1
"2345","Der Damenfriede",1
"2346","Der den Kopf riskiert",1
"2347","Der Derwisch",1
"2348","Der Derwischnd",1
"2349","Der Deserteur",1
"2350","Der deutsche Gevatter Matthies",1
"2351","Der Dieb",3
"2352","Der Dieb von Dresden",1
"2353","Der Dolch des Kaisers",1
"2354","Der Drache von Sagres und andere Geschichten von der Algarve",1
"2355","Der Drachenjäger",1
"2356","Der Drang",1
"2357","Der dreizehnte Beatle",1
"2358","Der dressierte Mann",1
"2359","Der dritte Nagel",1
"2360","Der Dschunkendoktor",4
"2361","Der Dschunkendoktornd",1
"2362","Der Duft",1
"2363","Der Duft der Kaffeeblüte",2
"2364","Der Duft der Kaffeeblütend",1
"2365","Der Duft der Muskatblüte",1
"2366","Der Duft der Pfirsichblüte",1
"2367","Der Duft der Rose",1
"2368","Der Duft der Wüstenrose",2
"2369","Der Duft des Kaffeesrk",1
"2370","Der Duft von Sandelholz",1
"2371","Der Duftmacher",1
"2372","Der dunkle Spiegel",1
"2373","Der Düsterkrallenwald",1
"2374","Der ehrliche Lügner",3
"2375","Der Eid der Kreuzritterin",1
"2376","Der eine ist stumm der andere ein Blinder",1
"2377","Der Eingang zur Bühne",1
"2378","Der eingebildete Arzt",1
"2379","Der einsame Wegnd",1
"2380","Der einzige Mann auf dem Kontinent",2
"2381","Der einzige Ort",1
"2382","Der Eisenhans",1
"2383","Der eiserne Gustav",3
"2384","Der eiskalte Himmel",2
"2385","Der Eisvogel",1
"2386","Der Engel der Apokalypse",1
"2387","Der Engel schwieg",19
"2388","Der Engel schwieg Iwrith",1
"2389","Der Engel schwieg neugriech",1
"2390","Der Engel schwiegn",1
"2391","Der Engel schwiegnd",1
"2392","Der Engel schwiegrk",1
"2393","Der Engel vom westlichen Fenster",10
"2394","Der Engelsfluchnd",1
"2395","Der Engelspapst",3
"2396","Der Engelspapstnd",1
"2397","Der Eremit",1
"2398","Der Erottomane",1
"2399","Der erste Kybernetiker",1
"2400","Der erste Mann in meinem Leben",1
"2401","Der erste Uhrmacher im Jouxtal",1
"2402","Der erste Unsterbliche",1
"2403","Der Erwählte",9
"2404","Der Erwählte neugriech",1
"2405","Der Erwählten",1
"2406","Der Erwähltend",1
"2407","Der Erwählterk",1
"2408","Der ewige Spiesser",3
"2409","Der ewige Spießer",3
"2410","Der Fall Arbogast",9
"2411","Der Fall Arbogastn",1
"2412","Der Fall Arbogastnd",1
"2413","Der Fall Collini",13
"2414","Der Fall Collini Iwrith",1
"2415","Der Fall Collinin",1
"2416","Der Fall Collinind",1
"2417","Der Fall des Ökonomen",2
"2418","Der Fall Franza",4
"2419","Der Fall Maurizius",1
"2420","Der Fall Wilkomirski",1
"2421","Der falsche Inder",2
"2422","Der falsche Nero",2
"2423","Der falsche Neron",1
"2424","Der Fälscher",2
"2425","Der Fälscher die Spionin und der Bombenbauer",8
"2426","Der Faust der Morgenländer",1
"2427","Der Federmann",5
"2428","Der Feind",1
"2429","Der Feldweg",1
"2430","Der Feldwegnd",1
"2431","Der ferne Klang",1
"2432","Der Fernsehgast oder wie ich lernte die Welt zu sehen",1
"2433","Der fernste Ort",3
"2434","Der fernste Ortrk",1
"2435","Der Feuergott",1
"2436","Der Feuerkreis",1
"2437","Der Fieberkopf",1
"2438","Der Fischerjunge von Galiläa",1
"2439","Der Flatbootmann",1
"2440","Der fliegende Berg",6
"2441","Der fliegende Bergnd",1
"2442","Der fliegende Holländer",2
"2443","Der fliegende Kürbis und andere kuriose Versicherungsfälle",1
"2444","Der Fliegenmelker",1
"2445","Der Fliegenmelkerrk",1
"2446","Der Fliegenpalast",2
"2447","Der Flieger",1
"2448","Der Fluch der grünen Steine",2
"2449","Der Fluch der grünen Steinend",1
"2450","Der Fluch der Hebamme",1
"2451","Der Fluch der Kosmokratin",1
"2452","Der Fluch der Maorifrau",4
"2453","Der Fluch der Pharaonen",1
"2454","Der Fluch des Florentiners",1
"2455","Der Fluch des Kopernikus",5
"2456","Der Fluchtburgherr",1
"2457","Der Flug des Feuervogels",1
"2458","Der Flug des Feuervogels neugriech",1
"2459","Der Fluss",1
"2460","Der Fragebogenrk",1
"2461","Der Franzos im Ybrig",1
"2462","Der Fraustädter Totentanz",1
"2463","Der Fremde aus Indien",1
"2464","Der fremde Blick oder das Leben ist ein Furz in der Laterne ",1
"2465","Der Fremde der ihr Hoffnung schenkte",1
"2466","Der fremde Freund",8
"2467","Der fremde Freund neugriech",1
"2468","Der fremde Gast",4
"2469","Der fremde Gastnd",1
"2470","Der fremde Junge",1
"2471","Der Frisör",1
"2472","Der fromme Tanz",4
"2473","Der fromme Tanz neugriech",1
"2474","Der Frostrubin",1
"2475","Der Frühling ließ sie wieder lachen",1
"2476","Der Fuchs",1
"2477","Der Fuchs und Dr Shimamura",2
"2478","Der Fuchs war damals schon der Jäger",11
"2479","Der Fuchs war damals schon der Jäger neugriech",1
"2480","Der Fuchs war damals schon der Jägern",2
"2481","Der Fuchs war damals schon der Jägernd",2
"2482","Der Fuchs war damals schon der Jägerrk",1
"2483","Der Fuchs war damals schon ein Jäger",1
"2484","Der Fuchs war schon damals der Jäger",1
"2485","Der fünfte Erzengel",1
"2486","Der Funke Leben",8
"2487","Der Fürst der Bleichgesichter",1
"2488","Der Fürst der Welt",2
"2489","Der Fürst spricht",1
"2490","Der Gang der blinden Schlange zur Wahrheit",1
"2491","Der Gang vor die Hunde",2
"2492","Der Gang vor die Hundend",1
"2493","Der Garten",3
"2494","Der Garten der alten Dame",1
"2495","Der Gartenzwergmordnd",1
"2496","Der Gaulschreck im Rosennetz",2
"2497","Der Gedenkstein",1
"2498","Der Gefangene der Wüste",2
"2499","Der Gefangene von Heidelberg",1
"2500","Der Gefesselte",1
"2501","Der Gefesseltend",1
"2502","Der geheimen Stunden der Nacht",1
"2503","Der Geheimtipnd",2
"2504","Der Gehilfe des Malers",3
"2505","Der gehorsame Rebell",1
"2506","Der Gehülfe",11
"2507","Der Gehülferk",1
"2508","Der Geiger",1
"2509","Der Geist der Mirabelle",2
"2510","Der Geist des Llano Estacado",4
"2511","Der Geist des Llano Estakado",1
"2512","Der Geist im Rathaus",1
"2513","Der Geisterseher",5
"2514","Der geköpfte Hahn",1
"2515","Der gekreuzigte Tannhäuser und andere Grotesken",1
"2516","Der Geldkomplex",3
"2517","Der Geliebte der Mutter",15
"2518","Der Geliebte der Mutter Iwrith",1
"2519","Der Geliebte meiner Muttern",1
"2520","Der Geliebte meiner Mutternd",2
"2521","Der gemietete Mann",1
"2522","Der General stand auf einem Hügel  Iwrith",1
"2523","Der Gentlemannd",2
"2524","Der Gesang der Maori",1
"2525","Der Geschmack des Wunders",1
"2526","Der Geschmack von Apfelkernen",18
"2527","Der Geschmack von Apfelkernenn",1
"2528","Der Geschmack von Apfelkernennd",1
"2529","Der Geschmack von Apfelkernenrk",1
"2530","Der gestiefelte Kater",1
"2531","Der geteilte Himmel",5
"2532","Der geteilte Himmel neugriech",1
"2533","Der geteilte Himmelnd",1
"2534","Der Gladiator",3
"2535","Der Gladiatorn",1
"2536","Der gläserne Himmelrk",1
"2537","Der Glasperlenspiel",1
"2538","Der glimmende Dochtnd",1
"2539","Der Glückliche",1
"2540","Der Glückspilz",1
"2541","Der Goalie bin ig",2
"2542","Der goldene Drache",3
"2543","Der goldene Kuß",2
"2544","Der goldene Leuchter",1
"2545","Der goldene Pfeil",1
"2546","Der goldene Thron",1
"2547","Der goldene Topfn",1
"2548","Der goldne Topf",6
"2549","Der goldne Topf neugriech",1
"2550","Der Golem",18
"2551","Der Golem Iwrith",1
"2552","Der Golemn",1
"2553","Der Golemnd",3
"2554","Der Golf von Neapel in der Antike",1
"2555","Der Gott hinter dem Fenster",1
"2556","Der Gottesschrein",1
"2557","Der Graf Luna",3
"2558","Der Graf von SaintGermain",1
"2559","Der graue Engel",1
"2560","Der große Bagarozy",8
"2561","Der große Bagarozyn",1
"2562","Der große Bagarozyrk",1
"2563","Der grosse Bellheim",1
"2564","Der große Fall",11
"2565","Der grosse Horizont",1
"2566","Der grosse Kater",1
"2567","Der große Katernd",1
"2568","Der große Kreuzzug",1
"2569","Der große Plan",1
"2570","Der große Prinz",1
"2571","Der große Verzicht",1
"2572","Der Grund",1
"2573","Der grüne Heinrich",4
"2574","Der grüne Kakadu",3
"2575","Der grüne Skarabäus",10
"2576","Der guote Gêrhart",1
"2577","Der Gurnitzer",1
"2578","Der Gusej",1
"2579","Der gute Geist des Yellowstone",1
"2580","Der gute Gerhard",1
"2581","Der gute Gott von Manhattan",2
"2582","Der gute Mensch von Sezuan",5
"2583","Der Hagestolz",3
"2584","Der Hagestolz neugriech",1
"2585","Der Hahn ist tot",15
"2586","Der Hahn ist totn",1
"2587","Der Hals der Giraffe",13
"2588","Der Hals der Giraffen",1
"2589","Der Hals der Giraffend",1
"2590","Der Hamlet von Laibach",1
"2591","Der Hammer der Götter",1
"2592","Der Hartmann machts",1
"2593","Der Hässliche",1
"2594","Der Häßliche",1
"2595","Der Hausierer",3
"2596","Der Heilige",1
"2597","Der heilige Eddy",1
"2598","Der heilige Palast",1
"2599","Der Heiratsspezialist",1
"2600","Der Heizer",3
"2601","Der Henker und die Henkerstochter",1
"2602","Der Herbst brachte die Liebe",1
"2603","Der Herbst der Amateuren",1
"2604","Der Herr aus Glas",1
"2605","Der Herr der Unruhe",1
"2606","Der Herr der zerstörten Seelen",3
"2607","Der Herr der zerstörten Seelennd",1
"2608","Der Herr des Feuersrk",1
"2609","Der hessische Landbote",1
"2610","Der Hexenkessel",1
"2611","Der HexenSabbath",1
"2612","Der Hexer und die Henkerstochter",4
"2613","Der Hexer von Salem",1
"2614","Der Himmel ist stärker als wir",1
"2615","Der Himmel kennt keine Günstlinge",10
"2616","Der Himmel kennt keine Günstlinge neugriech",1
"2617","Der Himmel mein Lieb meine sterbende Beutend",1
"2618","Der Himmel über Darjeeling",3
"2619","Der Himmel über dem Kilimandscharo",1
"2620","Der Himmel voller Geigen",1
"2621","Der Himmel war eine grosse Gegenwartn",1
"2622","Der Hof im Spiegelrk",1
"2623","Der höfliche Harald",1
"2624","Der Hortensiengarten",1
"2625","Der Hund",1
"2626","Der Hundrk",1
"2627","Der Hüter der Schwelle",2
"2628","Der Hüter der Schwellen",2
"2629","Der HypnoseArzt",3
"2630","Der HypnoseArztnd",2
"2631","Der Ignorant und der Wahnsinnige",1
"2632","Der Immune",1
"2633","Der indigoblaue Schleier",1
"2634","Der Inquisitor",3
"2635","Der Inquisitorn",1
"2636","Der Insasse",1
"2637","Der irdische Amor",5
"2638","Der irdische Amorn",1
"2639","Der irdische Amornd",1
"2640","Der irdische Amorrk",1
"2641","Der Irre von St James",1
"2642","Der Italiener",1
"2643","Der JadePavillon",3
"2644","Der Jäger",1
"2645","Der JesusDeal",2
"2646","Der JesusDealnd",1
"2647","Der Judas des Leonardo",2
"2648","Der Judas des Leonardond",1
"2649","Der jüdische Krieg",4
"2650","Der jüdische Witz",2
"2651","Der jüdische Witznd",1
"2652","Der Junge der seinen Geburtstag vergaß",1
"2653","Der junge Gelehrte",1
"2654","Der Junge im Schrank",1
"2655","Der junge Joseph",1
"2656","Der junge Mann",1
"2657","Der junge Mannn",1
"2658","Der junge Medardus",1
"2659","Der Junge mit den blutigen Schuhen",1
"2660","Der junge Moncada",1
"2661","Der Kaffeedieb",3
"2662","Der Kaiser",2
"2663","Der Kaiser schickt Soldaten aus",1
"2664","Der Kaiser von China",6
"2665","Der Kaiser von New York",1
"2666","Der Kalligraph des Bischofs neugriech",1
"2667","Der Kalte",1
"2668","Der Kameramörder",3
"2669","Der Kammerdiener des Papstes",1
"2670","Der Kammersänger",1
"2671","Der Kampf um Terra",1
"2672","Der KanadaBilln",1
"2673","Der Kaperkapitänn",1
"2674","Der Kapitän",1
"2675","Der Kardinal des Satans",1
"2676","Der Karren",1
"2677","Der Kasuar",1
"2678","Der Katzensteg",1
"2679","Der kaukasische Kreidekreis",8
"2680","Der kaukasische Kreidekreis neugriech",1
"2681","Der Keiler",2
"2682","Der Kelim der Prinzessin",3
"2683","Der Keller",7
"2684","Der Ketzer und das Mädchen",1
"2685","Der Ketzer von Soana",1
"2686","Der Ketzer von Soana Iwrith",1
"2687","Der Kianglu",1
"2688","Der Kinderpapst",2
"2689","Der Kindersammler",10
"2690","Der Kindersammlernd",1
"2691","Der Kinoerzähler",6
"2692","Der Kinoerzählernd",1
"2693","Der Klabautermann",1
"2694","Der Klang der blauen Muschel",1
"2695","Der Klang der Familie",1
"2696","Der Klang der Fanfare",1
"2697","Der Klang des Muschelhorns",4
"2698","Der Klavierstimmer",2
"2699","Der Klavierstimmernd",1
"2700","Der Klavierstimmerrk",1
"2701","Der kleine Drache Habmichlieb",2
"2702","Der kleine Erziehungsberater",1
"2703","Der kleine Erziehungsberaternd",1
"2704","Der kleine Grenzverkehr",1
"2705","Der kleine Herr Friedemann neugriech",1
"2706","Der kleine Herr Friedemannrk",1
"2707","Der kleine König Dezember",8
"2708","Der kleine Stern von Bethlehem",1
"2709","Der kleine Teeladen zum Glück",1
"2710","Der Knochenmann",6
"2711","Der Knochenpoet",1
"2712","Der Koch",10
"2713","Der Koch neugriech",1
"2714","Der Kochn",1
"2715","Der Kochnd",1
"2716","Der Kollege",2
"2717","Der Kommandantnd",1
"2718","Der Kommunist vom Montmartre und andere Geschichten neugriech",1
"2719","Der König der Narren",1
"2720","Der König der Narren neugrich",1
"2721","Der König verneigt sich und tötetn",1
"2722","Der König von Amerika",3
"2723","Der König von Amerikand",1
"2724","Der König von Korfu neugriech",1
"2725","Der König von Korsika",2
"2726","Der König von Luxor",5
"2727","Der König von Luxor neugriech",1
"2728","Der König von Luxornd",1
"2729","Der König von Olten",1
"2730","Der König von Taoro",1
"2731","Der König von Tara",1
"2732","Der Kontrabass",16
"2733","Der Kontrabaß",4
"2734","Der Kontrabaß Iwrith",1
"2735","Der Kontrabassnd",1
"2736","Der Kontrabassrk",2
"2737","Der Kopf des Georg Friedrich Händel",1
"2738","Der Kopf des Vitus Beringnd",1
"2739","Der Kosak und die Nachtigall",1
"2740","Der kosmische Lockvogel",1
"2741","Der kosmische Vagabund",1
"2742","Der Kran",2
"2743","Der Kranz der Engel",2
"2744","Der kretische Gast neugriech",1
"2745","Der Krieg der Tod die Pest",1
"2746","Der Krieg der Zwerge",6
"2747","Der Krieg der Zwergend",1
"2748","Der kurze Brief zum langen Abschied",5
"2749","Der kurze Brief zum langen Abschied neugriech",1
"2750","Der kurze Brief zum langen Abschiedn",1
"2751","Der kurze Sommer der Anarchie",3
"2752","Der kurze Sommer der Anarchie neugriech",1
"2753","Der KuscheltierExpress",1
"2754","Der Kuss des Morgenlichts",1
"2755","Der Kuss des Vergessens",2
"2756","Der Kutscher und der Wappenmaler",1
"2757","Der Laden T 1",1
"2758","Der Landarzt",1
"2759","Der längste Tag des Jahres",1
"2760","Der Lavagänger",1
"2761","Der Lebenslauf der Liebe neugriech",1
"2762","Der Lebenslauf der Liebend",1
"2763","Der Lebensroman des Leutnant Bringolf sel",1
"2764","Der ledige Hof",1
"2765","Der Leibarzt der Zarin",1
"2766","Der Leibarzt der Zarinnd",1
"2767","Der Leibeigene",2
"2768","Der leicht gestörte Frieden",1
"2769","Der letzte Dandy",1
"2770","Der letzte erste Blick",1
"2771","Der letzte erste Kuss",1
"2772","Der letzte Harem",3
"2773","Der letzte Haremnd",1
"2774","Der letzte Haremrk",1
"2775","Der letzte Karpatenwolf",2
"2776","Der letzte Ort",2
"2777","Der letzte Paladin",1
"2778","Der letzte Raucher",1
"2779","Der Letzte seiner Art",3
"2780","Der letzte Sommer",4
"2781","Der letzte Tag der Schöpfung",1
"2782","Der letzte Weynfeldt",8
"2783","Der letzte Weynfeldtnd",1
"2784","Der Leuchtturm auf den Klippen",1
"2785","Der Leviathan",3
"2786","Der liebe Augustin",1
"2787","Der liebestolle Bauer",1
"2788","Der Liebeswunsch",2
"2789","Der Liebeswunschnd",1
"2790","Der Lohndrücker",1
"2791","Der Löwe der Blutrache",1
"2792","Der Löwe von Uruk Iwrith",1
"2793","Der Löwe von Urukrk",1
"2794","Der Mädchenhirt",2
"2795","Der Mädchenkrieg",1
"2796","Der Magnetiseur",2
"2797","Der MalagaMann",1
"2798","Der Maler der Liebe",1
"2799","Der Maler Munch",1
"2800","Der Maler von Peking",3
"2801","Der Maler von Pekingnd",1
"2802","Der Malik",1
"2803","Der Mann auf dem Hochrad",2
"2804","Der Mann auf der Bettkante",1
"2805","Der Mann aus Idaho",1
"2806","Der Mann der Bäume pflanzte",1
"2807","Der Mann der die Mandelbäumchen malte",4
"2808","Der Mann der Glück brachte",2
"2809","Der Mann ders wert ist",4
"2810","Der Mann ders wert ist neugriech",1
"2811","Der Mann im Hut",1
"2812","Der Mann im Jasmin",3
"2813","Der Mann im Ohr neugriech",1
"2814","Der Mann im Schilf",1
"2815","Der Mann im Strom",2
"2816","Der Mann im Turm",2
"2817","Der Mann im Unterhemdrk",1
"2818","Der Mann meiner Träume",4
"2819","Der Mann meiner Träumend",1
"2820","Der Mann meiner Träumerk",1
"2821","Der Mann mit den zwei Augen",1
"2822","Der Mann mit der Maske",1
"2823","Der Mann ohne Eigenschaften",3
"2824","Der Mann ohne Eigenschaftennd",1
"2825","Der Mann schläft",4
"2826","Der Mann von Barkon",1
"2827","Der Mantel der Dichterin",1
"2828","Der Märchenring",1
"2829","Der Marques de Bolibar",2
"2830","Der Marques de Bolibarnd",1
"2831","Der Marsch ins Reich der Caoba",2
"2832","Der Mauerspringer",6
"2833","Der Mauerspringer Iwrith",1
"2834","Der Medicus des Kaisers",1
"2835","Der Medicus von Heidelberg",1
"2836","Der Meister",1
"2837","Der Meister des jüngsten Tages",1
"2838","Der Meister des Jüngsten Tages",9
"2839","Der Meisterlügner",1
"2840","Der Mensch erscheint im Holozän",6
"2841","Der Mensch ist ein grosser Fasan auf der Welt",4
"2842","Der Mensch ist ein großer Fasan auf der Welt",16
"2843","Der Mensch ist ein großer Fasan auf der Welt galic",1
"2844","Der Mensch ist ein großer Fasan auf der Weltn",1
"2845","Der Mensch ist ein großer Fasan auf der Weltnd",1
"2846","Der Mensch ist gut",1
"2847","Der Mensch und das Monster",1
"2848","Der Menschenfreund",1
"2849","Der Menschenfreundn",1
"2850","Der Menschenräuber",2
"2851","Der Menschenräubernd",1
"2852","Der Menschnd",1
"2853","Der Meridian und andere Prosa",2
"2854","Der Messias",1
"2855","Der Messingkauf",1
"2856","Der Meteor",2
"2857","Der Metzger sieht rot",1
"2858","Der MinusMann",1
"2859","Der Mitmacher",3
"2860","Der Mond",1
"2861","Der Mond muss weg",1
"2862","Der Mond und das Mädchen",3
"2863","Der Mondscheingarten",8
"2864","Der Mondscheingartennd",1
"2865","Der Montagsmann",2
"2866","Der Montagsmannrk",1
"2867","Der Müll die Stadt und der Tod",1
"2868","Der Münchner Oswald",1
"2869","Der musicalische Quacksalber",1
"2870","Der Mut zum Glück",1
"2871","Der Nachsommer",4
"2872","Der Nächste bitte",1
"2873","Der Nachtwandler",5
"2874","Der namenlose Tag",1
"2875","Der Narr in Christo Emanuel Quint",2
"2876","Der Narr und die Hexe",1
"2877","Der Narr und seine Frau heute abend in Pancomedia",2
"2878","Der nasse Fisch",8
"2879","Der nasse Fischn",2
"2880","Der nasse Fischnd",1
"2881","Der Nazi  der Friseur",9
"2882","Der Nazi  der Friseurnd",1
"2883","Der Nazi und der Friseur",3
"2884","Der Nebelfürst",1
"2885","Der neue Koch",1
"2886","Der neue Pinocchio",1
"2887","Der neue Prozess",2
"2888","Der Niemandsgarten",1
"2889","Der Nobelpreis",3
"2890","Der Nobelpreisn",1
"2891","Der Nobelpreisnd",1
"2892","Der Offenbarungseid",1
"2893","Der Ohrenzeuge",5
"2894","Der Ohrenzeugen",1
"2895","Der Ohrenzeugend",1
"2896","Der Ölprinz",8
"2897","Der Ölprinzn",1
"2898","Der Ölprinznd",2
"2899","Der Orden der Schwerter",2
"2900","Der Ort",1
"2901","Der Ostertischn",1
"2902","Der Palast der blauen Delphine",2
"2903","Der Palast der blauen Delphine neugriech",1
"2904","Der Papierkönig",1
"2905","Der Papst und das Mädchen",1
"2906","Der Park",2
"2907","Der Partner des Giganten",1
"2908","Der Pathologe weiß alles aber zu spät",1
"2909","Der Patriarch",1
"2910","Der Pelikan",1
"2911","Der Pensionierte",3
"2912","Der perfekte Mannnd",1
"2913","Der Pestarztnd",1
"2914","Der Pfahlmannn",1
"2915","Der Pfarrer von Andouse",1
"2916","Der pfeifende Mörder",1
"2917","Der Pilger Kamanita",1
"2918","Der Plan",1
"2919","Der Pompejaner",5
"2920","Der Pompejanernd",1
"2921","Der Portugiese ist der beste Liebhaber",1
"2922","Der Prager Kreis",1
"2923","Der Präsident",2
"2924","Der Preis des Purpurs",1
"2925","Der Process",1
"2926","Der Prophet des Todes",1
"2927","Der Prozess",45
"2928","Der Prozeß",8
"2929","Der Prozess Iwrith",1
"2930","Der Prozess neugriech",1
"2931","Der Prozessn",3
"2932","Der Prozeßn",1
"2933","Der Prozessnd",1
"2934","Der Prozeßnd",1
