"","place","Freq","latitude","longitude"
"585","Jaffrey",1,42.813973,-72.023136
"586","Janki k  Warszawy",3,NA,NA
"587","Järna",3,59.0913404,17.5651066
"588","Jefferson",1,29.834772,-94.1704496
"589","Jerewan",2,40.1536066,44.5044138754957
"590","Jerusalem",1,31.79592425,35.211980759695
"591","Jezero",1,44.3500103,17.170955
"592","Jindřich uv Hradec",1,NA,NA
"593","Jinočany",2,50.0328427,14.2685364
"594","Jounieh",2,33.9741506,35.6200633
"595","Juneda",2,41.5485218,0.8245593
"596","Kabala",1,34.5260109,69.1776838
"597","Kadıköy   İstanbul",1,40.9915716,29.0270173
"598","Kadıköy İstanbul",2,40.9915716,29.0270173
"599","Kâğıthane",3,41.08598,28.9726208
"600","Kağıthane İstanbul",2,41.08598,28.9726208
"601","Kalakātā",1,22.5414185,88.3576912438887
"602","Kalinigrad",1,41.1550594,77.7887907
"603","Kaliningrado",1,54.710128,20.5105838
"604","Kalisz",1,51.74736505,18.0795900877
"605","Kallithea",1,37.9560111,23.7033792
"606","Kallmünz",2,49.1609183,11.9565809
"607","Kaposvár",1,46.3564692,17.7886886
"608","Karben",1,50.2313417,8.7717673
"609","Karcag",1,47.3121655,20.890361970164
"610","Karlsbad",1,50.2304694,12.8710769
"611","Kassel",2,51.3154546,9.4924096
"612","Katwijk aan Zee",2,52.2048978,4.3965975
"613","Kaufbeuren Neugablonz",1,47.9002091,10.6495704
"614","Kaufungen",1,51.2817974,9.6185407
"615","Kavaklıdere",2,37.470192,28.4084078133907
"616","Kazanʹ",1,55.7823547,49.1242266
"617","Kazowice",1,NA,NA
"618","Kbh",3,21.4225079,39.8261890227298
"619","Kecskemét",4,46.9080791,19.6928069
"620","Kehl",2,48.5728929,7.8109768
"621","Kehl Rhein",1,49.4735188,8.66836703109321
"622","Kerava",1,60.4034398,25.1041013
"623","Kerpen",1,50.3097609,6.7293316
"624","Kętrzyn",1,54.0819763,21.376828104006
"625","Keuruu",1,62.2579819,24.7083599
"626","Keypmannahavn",2,55.6867243,12.5700724
"627","Kibworth Beauchamp",2,52.5374144,-0.9934829
"628","Kidderminster",2,52.3880787,-2.2478582
"629","Kiel",2,54.3227085,10.135555
"630","Kiev",4,50.4500336,30.5241361
"631","Kilchberg Zurich",1,47.3225316,8.5459483
"632","Kirchheim",1,48.60519965,7.48984759322983
"633","Kišinev",1,47.0245117,28.8322923
"634","Kismaros",2,47.8355443,18.9815991124781
"635","Kızılay Ankara",2,39.920537,32.8539508
"636","Klagenfurt Celovec",3,46.6228162,14.3079604
"637","Klaipėda",2,55.7127529,21.1350469
"638","Klajpeda",1,55.7127529,21.1350469
"639","Kleinmachnow",1,52.4064167,13.2236601
"640","Klosterneuburg",1,48.30499,16.323756
"641","Københaven",1,NA,NA
"642","Kobenhavn",3,55.6867243,12.5700724
"643","København V",1,55.6083533,12.4451742884851
"644","Købnhavn",2,NA,NA
"645","Koḷamba",1,6.9387469,79.8541134
"646","Kolbotn",1,59.810882,10.8008001
"647","Koloszvár",1,NA,NA
"648","Kolozsvár",4,46.769379,23.5899542
"649","Königswinter",2,50.6739719,7.1930989
"650","Konin",3,52.25590205,18.2678662117487
"651","Koper",3,45.5479864,13.7304781
"652","Koprivnica",2,46.162353,16.8307888
"653","Kordíky",1,48.7724905,19.0232117
"654","Korntalʹ",1,48.8296536,9.1233501
"655","Kostelmí Vydří",1,NA,NA
"656","Koszalin",1,54.19092,16.17707
"657","Kottayam",1,9.6287383,76.6455325739099
"658","Køvenhavn",1,NA,NA
"659","Koyang",1,0.8256707,104.620046369746
"660","Kragujevac",1,44.0130251,20.91925
"661","Krakow",2,50.0619474,19.9368564
"662","Kraljelo",1,NA,NA
"663","Kraljevo",1,43.7234519,20.6870792
"664","Krasnojarsk",1,56.0090968,92.8725147
"665","Krefeld",2,51.3331205,6.5623343
"666","Kremenčug",1,49.09285285,33.4308188490926
"667","Kremnv ug",1,NA,NA
"668","Kreuzlingen",1,47.6464362,9.1725621
"669","Kriftel",1,50.0850027,8.4707355
"670","Kristianstad",1,56.0293778,14.1566859
"671","Krung Thēp",1,48.5873754,2.2464974
"672","Kruševac",2,43.58264,21.3264811
"673","Kuala Lumpur",3,3.1516964,101.6942371
"674","Kulmbach",1,50.1008448,11.4479149
"675","Kustavi",1,60.5458493,21.3558051
"676","Kyiv",2,50.4500336,30.5241361
"677","Kyïv",3,50.4500336,30.5241361
"678","Kyōto",2,35.021041,135.7556075
"679","Kyōtoshi",1,34.95938235,135.68708297375
"680","L Aquila",1,42.1368853,13.6103410225389
"681","L vov",1,43.3214324,132.3591215
"682","La Broque",1,48.45987625,7.17175871733932
"683","La Chaux de Fonds",2,47.1031321,6.8325778
"684","La Coruña",3,43.3709703,-8.3959425
"685","La Habana",4,23.135305,-82.3589631
"686","La Malène",1,44.30726005,3.3207178473389
"687","La Pobla del Benifassà",2,40.6900654,0.2106691
"688","La Roque sur Pernes",2,43.9787953,5.1074218
"689","La Spezia",1,44.23836595,9.69123263454754
"690","La Tour d Aigues",4,43.724804,5.5477306
"691","Laax",1,46.806412,9.2581267
"692","Laboissière en Thelle",2,49.2881695,2.15817
"693","Lagos",4,43.2083246,-0.2252442
"694","LaHabana",2,-8.9269743,-76.1132666
"695","Lāhaur",3,31.5656822,74.3141829
"696","Lambersart",2,50.6477924,3.0223644
"697","Lanciano",1,42.2305316,14.3907794
"698","Langenthal",1,49.8309059,7.5737063
"699","Langhus",2,59.74967155,10.8369168190532
"700","Lannuon",4,48.7322183,-3.4587994
"701","Lantzville",1,49.2507112,-124.0746545
"702","Lanzarote",1,29.03970805,-13.6362916086041
"703","Laon",1,49.564665,3.620686
"704","Las Rozas",1,43.3744967,-5.1513846
"705","Łask",1,51.5929947,19.1334784
"706","LaSpezia",3,51.2231015,18.5625478
"707","LaTour d Aigues",4,44.8803799,2.9797465
"708","Latresne",1,44.78965785,-0.494917482453975
"709","Laubach",4,50.0557179,7.5099389
"710","Laval",2,48.0706687,-0.7734022
"711","Le Chambon sur Lignon",4,45.060809,4.302941
"712","Le Kremlin Bicêtre",1,48.8125893,2.3570028
"713","Le Mont sur Lausanne",1,46.5530996,6.6354534
"714","Leányfalu",1,47.71734495,19.0622492535757
"715","LeChambon sur Lignon",1,NA,NA
"716","Lectoure",1,43.9352778,0.6219444
"717","Leegebruch",1,52.7236613,13.193295
"718","Leeuwarden",1,53.2005936,5.7918548
"719","Leicester",4,52.6361398,-1.1330789
"720","Leiden",2,52.1518157,4.48110886662043
"721","Leidschendam",1,52.0861654,4.3946774
"722","Leiria",1,39.7437902,-8.8071119
"723","LeMéjan",1,NA,NA
"724","Leningrad",3,59.938732,30.316229
"725","León",1,42.63414505,-5.97141510453998
"726","Les Cabannes",2,44.0664,1.94063
"727","LesCharbonnières",2,NA,NA
"728","Leskovac",1,42.9951304,21.9464271
"729","Lëtzebuerg",1,49.8158683,6.1296751
"730","Leukōsia",1,35.1748976,33.3638568
"731","Leuven",4,50.879202,4.7011675
"732","Levallois Perret",1,48.892956,2.2881683
"733","Levens",1,43.8477377,7.2401105
"734","Levoča",1,49.0251116,20.587999
"735","Lewisburg",3,37.8017879,-80.4456303
"736","Leyburn",1,54.3105988,-1.8270091
"737","Libeznice",1,50.1921305,14.4938986
"738","Liebefeld",1,46.9322404,7.4204692
"739","Liège",2,50.6451381,5.5734203
"740","Lille",4,50.6365654,3.0635282
"741","Lima",2,-12.0621065,-77.0365256
"742","Linda a Velha",2,38.7114041,-9.24082134591537
"743","Lindau",1,47.550753,9.6926624
"744","Lindome",1,57.5791257,12.0876599
"745","Linz",2,48.3059078,14.286198
"746","Liptovský Mikuláš",1,49.0832482,19.6164972
"747","Lisbõa",1,38.7077507,-9.1365919
"748","Livermore",1,37.6820583,-121.7680531
"749","Liverpool",1,53.4071991,-2.99168
"750","Ljouwert",3,53.2005936,5.7918548
"751","Llanybydder",1,52.0735984,-4.1548796
"752","Lleida",2,41.6147605,0.6267842
"753","Lôd",2,31.9489012,34.8884857
"754","Lodz",1,51.7728066,19.4784949584914
"755","Logroño",2,42.4661196,-2.4396676
"756","Lohmar",2,50.8402243,7.2127276
"757","London WII 4QR",1,NA,NA
"758","Loon Plage",1,51.0018218,2.21131318151286
"759","Loznica",4,44.5309355,19.2240026
"760","Lubań",1,26.8234472,18.1236723
"761","Łubowice",3,50.1601543,18.2300616
"762","Lucena",1,37.4091334,-4.4860128
"763","Ludvika",1,60.2,14.833333
"764","Ludwigsburg",4,48.8953937,9.1895147
"765","Ludwigshafen",1,49.4704113,8.4381568
"766","Ludwigshafen am Rhein",3,49.4704113,8.4381568
"767","Lugo",1,43.0462247,-7.4739921
"768","Luige",1,59.32896205,24.7760471004893
"769","Lukavac",1,44.5344136,18.5325309
"770","Luserna Lusern",1,45.9216649,11.3242901
"771","Luxembourg",2,49.8158683,6.1296751
"772","Luzarches",1,49.1124996,2.4223849
"773","Lyme",2,43.809756,-72.156143
"774","Lyngby",1,55.7718649,12.5051413
"775","Lysaker",3,59.9130129,10.6365628
"776","Lyttelton",1,-43.6024739,172.7205727
"777","Maastricht",2,50.8512438,5.6909768
"778","Magdeburg",1,52.1315889,11.6399609
"779","Mainaschaff",1,49.981916,9.0857089
"780","Maltepe",1,40.9235417,29.1328359
"781","Mandelbachtal",1,49.1864983,7.1519119
"782","Mankato",2,44.1634663,-93.9993505
"783","Mannheim",3,49.4892913,8.4673098
"784","Manresa",2,41.7288939,1.8286765
"785","Mantova",2,45.1692628,10.6708365156739
"786","Maó",1,39.8894819,4.2661641
"787","Marbach",1,47.3919868,9.5686092
"788","Marbach am Neckar",1,48.9402085,9.256396
"789","Marburg",2,50.8117327,8.7757742
"790","Máriabesnyő",4,47.5958954,19.3890813
"791","Máriabesnyő Gödöllő",1,47.5958954,19.3890813
"792","Marijampolė",1,54.5562536,23.3503665
"793","Marke",1,43.3458388,13.1415872
"794","Markina Xemein",1,43.2675586,-2.4974864
"795","Marklkofen",2,48.5537747,12.5565127
"796","Markt Heroldsberg",1,49.5350451,11.159083
"797","Marktleuthen",1,50.1279651,11.9945062
"798","Marlboro",1,-41.47447475,173.833026257761
"799","Marollette",1,48.3696538,0.3517804
"800","Martinsicuro",1,42.8851442,13.9155354
"801","Marusi",1,38.0546653,23.8081533
"802","Matosinhos",1,41.1806814,-8.6821998
"803","Matsumoto",1,36.2382047,137.9687141
"804","Mecidiyeköy",4,41.0651758,28.9955189
"805","Meerbeke Ninove",1,50.8239947,4.0391883
"806","Meerbusch",2,51.2652237,6.6760958
"807","Meinerzhagen",3,51.1063495,7.6408956
"808","Meinier",3,46.2467188,6.2333553
"809","Meitingen Erlingen",1,48.5306885,10.8415241
"810","Melsungen",1,51.1306955,9.5438578
"811","Mendrisio",1,45.8709661,8.9875293
"812","Mensk",1,53.9024716,27.5618225
"813","Meppel",1,52.71174435,6.19730732516372
"814","Meran",1,46.6695547,11.1594185
"815","Merano",1,46.6695547,11.1594185
"816","Merchantville",1,39.951634,-75.0487627131713
"817","Merzenich",1,50.8281277,6.5245079
"818","Metamorphōsē",1,38.0650932,23.7613064431445
"819","Mettingen",1,48.8129002,7.2109999
"820","Metz",2,49.1196964,6.1763552
"821","Mexico",1,23.6585116,-102.0077097
"822","Middelburg",1,51.4997302,3.6136962
"823","Middlesbrough",1,54.5760419,-1.2344047
"824","Middletown",2,41.5623178,-72.6509061
"825","Mielec",1,50.28024735,21.463134254917
"826","Mikołów",2,50.19600335,18.8538516374163
"827","Miradolo Terme",1,45.171966,9.445558
"828","Miskolc",1,48.1030643,20.7900429
"829","Mladá Fronta",1,NA,NA
"830","Modena",1,44.5384728,10.9359608705307
"831","Mödling",1,48.0855922,16.2833526
"832","Moksva",1,NA,NA
"833","Mönchengladbach",2,51.1946983,6.4353641
"834","Monfalcone",1,45.8049454,13.5330592
"835","Mont de Laval",1,47.1699698,6.6267932
"836","Montesson",2,48.9076421,2.1492681
"837","Montevideo",2,-34.9058916,-56.1913095
"838","Montigny le Bretonneux",1,48.7698937,2.0381228
"839","Montmorency",1,48.9891693,2.3197111
"840","Montreuil sous Bois",3,48.8623357,2.4412184
"841","Montreuil sur Brèche",1,49.5077903,2.2786285
"842","Montreux",2,46.4310831,6.9129921
"843","Montricher",1,46.6001762,6.375822
"844","Morioka",1,39.7021331,141.1545397
"845","Moshav Ben Shemen",1,NA,NA
"846","Moskau",3,55.7504461,37.6174943
"847","Moskv",1,55.7504461,37.6174943
"848","Moskwa",1,55.7504461,37.6174943
"849","Mostar",1,43.3435855,17.8076584
"850","Mühlheim am Main",1,50.1080582,8.8467138
"851","Mumbai",1,19.0759899,72.8773928
"852","Mumpf",2,47.545436,7.920759
"853","Müncheberg",1,52.5037484,14.1404688
"854","Munich",3,48.1371079,11.5753822
"855","Münsingen Bern",1,46.8739775,7.5631943
"856","Münster",2,51.9625101,7.6251879
"857","Murcia",2,37.9923795,-1.1305431
"858","Murnau am Staffelsee",1,47.6778816,11.2011903
"859","Murska Sobota",2,46.6624644,16.1655256
"860","Myslava",1,48.7087999,21.2039714
"861","Mytholmroyd",1,53.7293672,-1.9797285
"862","Naarden",1,52.2957628,5.1633636
"863","Nagano ken Suwa shi",1,36.03209,138.114118
"864","Nagold",1,48.5512399,8.7234942
"865","Nagoya shi",1,35.1851045,136.8998438
"866","Námestovo",1,49.42355025,19.4584836877002
"867","Nan jing shi",2,32.0615652,118.7915079
"868","Nan jing Shi",2,32.0615652,118.7915079
"869","Nan ning",2,22.8193063,108.3627211
"870","Nanchang",1,28.687547,115.8540042
"871","Narashinoshi",1,35.670572,140.018956
"872","Nayī Dillī",3,12.9166951,77.6731828
"873","Naʾī Dihlī",1,NA,NA
"874","Neapel",3,40.8358846,14.2487679
"875","Neckarmühlbach",1,49.2829732,9.1337201
"876","Neckarsteinach Germany",3,49.4082418,8.8364591
"877","Neckenmarkt",2,47.6083727,16.5496644448554
"878","Nehren",1,48.4314015,9.0695991
"879","Nelson",1,-41.2710849,173.2836756
"880","Nennigkofen",1,47.1864186,7.4942217
"881","Nesøya",2,68.4714698,15.2897749204014
"882","Neubrandenburg",2,53.5574458,13.2602781
"883","Neuchâtel",1,46.9895828,6.9292641
"884","Neuenkirchen",1,54.23649,8.9877874
"885","Neuötting",1,48.2402896,12.685745
"886","Neuried",1,48.4670593,7.8183387
"887","Neuss",1,51.1981778,6.6916476
"888","New Brunswick",1,46.2555734,-65.8421701841309
"889","New Haven",2,41.3082138,-72.9250518
"890","New Orleans",1,29.9759983,-90.0782127
"891","Newē Mônôsôn",1,NA,NA
"892","Ni mes",1,42.1051471,19.570953
"893","Nidderau",2,50.2290263,8.8762327
"894","Niederwerrn",1,50.0610864,10.1821081
"895","Nienburg",2,52.6487602,9.25781051741804
"896","Nieul sur Mer",2,46.2077,-1.16224
"897","Niigata",1,37.6452283,138.7669125
"898","Niigata shi",1,37.9160769,139.0365006
"899","Nîmes  France",1,43.8374249,4.3600687
"900","Niš",2,43.3211301,21.8959232
"901","Nitra",2,48.31295,18.0894593
"902","Nižnij Novgorod",2,56.3264816,44.0051395
"903","Njumbrecht Elʹzenrot",1,NA,NA
"904","Nolay",1,47.1211682,3.3223655
"905","Nora",1,59.533333,15.016667
"906","Norden",1,53.5942039,7.2067435
"907","Nordstrand Nordsee",1,54.4873775,8.8652863
"908","Norimberga",1,49.453872,11.077298
"909","Normal",3,40.5092961,-88.9843937
"910","North Haven",1,41.021946,-72.3138292793927
"911","North Kingstown",1,41.5514283,-71.4693875
"912","Northampton",2,52.23433665,-0.902807276818583
"913","Norwich",1,52.6285694,1.2923049
"914","Nova de Famalicão",1,41.4065175,-8.5187481
"915","Nová Dubnica",2,48.9358736,18.1457351
"916","Novaggio",1,46.0108273,8.8558506
"917","Novara",4,45.58425005,8.54599697089457
"918","Nové Město nad Metují",2,50.3442064,16.1512997
"919","Novi Beograd",2,44.8134531,20.417507
"920","Novi Gorici",1,45.9578429,13.6404603
"921","Noville sur Mehaigne",2,50.608173,4.890906
"922","Novjorko",2,40.7127281,-74.0060152
"923","Novo Mesto",1,45.8040475,15.1696684
"924","Novo Miloševo",1,45.7213056,20.3017485
"925","Nučice",1,49.9555237,14.884394
"926","Ñuñoa",1,-33.4543304,-70.6005819831973
"927","Nyíregyháza",1,47.9557802,21.7167982
"928","Nysted",1,54.6627868,11.7330766
"929","Oakland",2,37.8044557,-122.2713563
"930","Oban",1,56.415695,-5.4734688
"931","Ober Flörsheim",2,49.6768309,8.15023033705233
"932","Oberhof",2,50.7067756,10.7257435
"933","Oberlin",1,41.2939386,-82.2173786
"934","Oberursel",1,50.2005518,8.580452
"935","Oberwart",1,47.2861513,16.2124214
"936","Obrenovac",2,44.654833,20.2014318
"937","Octon",1,43.6546177,3.3027762
"938","Odder",1,55.975832,10.1513202
"939","Offenbach Main",1,50.1055002,8.7610698
"940","Offenburg",1,48.4716556,7.944378
"941","Ogre",1,56.8192045,24.6074393
"942","Oiartzun",1,43.2984861,-1.8596587
"943","Oirschot",1,51.4889616,5.30059497940769
"944","Oldenburg",2,53.1389753,8.2146017
"945","Onga",1,48.1207157,20.9129384
"946","Ootsu",1,41.5404791,140.0037154
"947","Orbe",4,46.724144,6.5317943
"948","Orebić",1,42.9769138,17.1832369
"949","Orenburg",4,51.767452,55.097118
"950","Oriago di Mira",1,45.4506113,12.1638568
"951","Orihuela Costa",1,37.9237214,-0.7453376
"952","Oroslavje",1,45.9962496,15.9144491
"953","Ortès",1,43.4874963,-0.7738363
"954","Ortès  i e Orthez",1,43.534149,-0.7554174
"955","Ortona",1,42.349643,14.403913
"956","Ōsaka",2,34.6198813,135.490357
"957","Osasco",1,-23.5324859,-46.7916801
"958","Ostheim Rhön",1,50.4690931,10.0953931
"959","Östringen",1,49.2192418,8.7097172
"960","Oświe cim",1,NA,NA
"961","Ötigheim",1,48.8894679,8.2383062
"962","Otley",2,53.9039226,-1.69274033256487
"963","Ottawa",3,45.3969506,-75.6851593
"964","Ottensheim a d  Donau",1,NA,NA
"965","Ottensheim Donau",1,48.3167008,14.1429992
"966","Ottersberg",1,53.111094,9.14217
"967","Otterup",1,55.5154338,10.4004689
"968","Oud Beijerland",2,51.8267962,4.4114128
"969","Oudenaarde",1,50.8433705,3.6041443
"970","Oveti",1,NA,NA
"971","Oviedo",3,43.3604218,-5.8450534
"972","Ozolnieki",2,56.6902938,23.7853409
"973","Pa ju",2,43.1226341,141.2138719
"974","Paderborn",3,51.71895955,8.76486977817756
"975","Padova",4,45.4077172,11.8734455
"976","Palencia",2,42.4096322,-4.61610041029307
"977","Pamplona",3,42.8184538,-1.6442556
"978","Pantin",3,48.8965023,2.4019804
"979","Pardubice",1,50.0385812,15.7791356
"980","Paris Orbey",1,NA,NA
"981","Pärnu",1,58.3835136,24.5081751
"982","Passau",1,48.5748229,13.4609744
"983","Pavia",2,45.03685465,9.13782508282603
"984","Perillo Oleiros",2,43.3324589,-8.373683
"985","Peristeri",2,38.0128111,23.6955137
"986","Perm",1,58.88439115,56.4389946756251
"987","Pesaro",1,43.9098114,12.9131228
"988","Pescara",1,42.3102619,13.9575901058489
"989","Peterborough",1,52.5725769,-0.2427336
"990","Petrópolis",3,-22.5075743,-43.1785356
"991","Pforzheim",2,48.8908846,8.7029532
"992","Phoenix",1,33.4484367,-112.074141
"993","Pilisvörösvár",1,47.63432565,18.8961992477123
"994","Pin Balma",1,43.6285006,1.5337067
"995","Piombino",1,42.9231662,10.5268192
"996","Pitești",1,44.8572343,24.8719422
"997","Pittsburgh",2,40.4416941,-79.9900861
"998","Pleinfeld",1,49.1044043,10.9780412
"999","Plombières les Dijon",3,47.3396438,4.9721576
"1000","Plzeň",4,49.7477415,13.3775249
"1001","Polička",1,49.7149137,16.2653869
"1002","Pöllauberg",2,47.3156443,15.8574327
"1003","Pollença",2,39.8792073,3.0157098
"1004","Pollença   Mallorca",1,39.9196811,3.0567903
"1005","Polná",1,49.4873383,15.7188513
"1006","Pomáz",3,47.6468212,19.0236304
"1007","Popielów",1,50.8242482,17.742194
"1008","Porrentruy",1,47.4171297,7.0761342
"1009","Port au Prince",2,18.547327,-72.3395928
"1010","Port Townsend",4,48.1179702,-122.769544
"1011","Portishead",1,51.4794132,-2.78195335154978
"1012","Portland",3,45.5202471,-122.6741949
"1013","Pôrto",1,41.1494512,-8.6107884
"1014","Porto Sant Elpidio",1,43.2563365,13.7593646
"1015","Portsmouth",1,50.8036831,-1.075614
"1016","Poschiavo",1,46.3264671,10.0581552
"1017","Požega",1,45.3310723,17.6765332
"1018","Poznan",3,52.4006632,16.9197325917809
"1019","Pozsony",4,48.1516988,17.1093063
"1020","Pozuelo de Alarcon",1,40.4346528,-3.814834
"1021","Praha 4",1,50.0434688,14.4528172
"1022","Praze",1,50.1667238,-5.3949578
"1023","Preserje",1,45.8699557,13.7870092
"1024","Příbram",1,49.6901444,14.0103663
"1025","Prishtine",2,42.6638771,21.1640849
"1026","Prishtinë",4,42.6638771,21.1640849
"1027","Providencia",3,1.2420408,-77.6009953089243
"1028","Prudnik",1,50.3217212,17.5801041
"1029","Prudník",1,50.3217212,17.5801041
"1030","Pruszcz Gdański",1,54.25764755,18.6501040445558
"1031","Puiseaux",1,48.2040248,2.472464
"1032","Pula",1,44.8702281,13.8455311
"1033","Puławy",1,51.4262598,21.9853014010559
"1034","Pullman",2,46.7304268,-117.173895
"1035","Pułtusk",4,52.7051109,21.0840274
"1036","Pusan",1,35.1799528,129.0752365
"1037","Qormi",1,35.877464,14.4739598
"1038","Quercus",1,36.6314458,-90.2495475
"1039","Quito",3,-0.2201641,-78.5123274
"1040","Ra anana",1,32.1861481,34.8675905
"1041","Rabat",1,34.022405,-6.834543
"1042","Racibórz",1,50.0904247,18.2151411803181
"1043","Radeberg",1,51.1151413,13.9175257
"1044","Radebeul",1,51.0999765,13.6767995
"1045","Räestu",1,57.6618665,27.3464539754609
"1046","Rakkestad",1,59.36031595,11.4211250799318
"1047","Ramat Gan",2,32.0686867,34.8246812
"1048","Râmnicu Vâlcea",1,45.1031731,24.3647209
"1049","Reading",1,51.456659,-0.9696512
"1050","Rearsby",3,52.72281575,-1.02996174338715
"1051","Redhill",2,51.2404691,-0.1682816
"1052","Reggio Emilia",2,44.608664,10.5947968418927
"1053","Reichenberg",2,50.7702648,15.0583947
"1054","Reiferscheid",2,50.6542945,7.546129
"1055","Reinbek",1,53.5098898,10.2511001
"1056","Rémilly",1,49.0116713,6.3960587
"1057","Remscheid",3,51.1798706,7.1943544
"1058","Rennes",4,48.1113387,-1.6800198
"1059","Reşiţa",1,45.2890106,21.8877676
"1060","Reus",3,41.1555564,1.1076133
"1061","Reykjavik",4,64.145981,-21.9422367
"1062","Rezé",1,47.1905456,-1.5695287
"1063","Rheine",1,52.2797707,7.4373615
"1064","Rhinebeck",2,41.9268754,-73.9126639
"1065","Riehen",1,47.5816927,7.6479737
"1066","Rīgã",1,56.9493977,24.1051846
"1067","Rimbach",1,49.2282346,12.8844649
"1068","Rimini",1,43.9470982,12.630768610516
"1069","Rinteln",1,52.1873798,9.0804584
"1070","Rio Tinto",2,-6.803828,-35.077569
"1071","Riom",4,45.893068,3.1136667
"1072","Rishon le Zion",1,32.3279306,34.8503379
"1073","Risskov",2,56.1981068,10.2300052
"1074","Riva del Garda",1,45.8847708,10.8396942
"1075","Rivas Vaciamadrid",1,40.3536054,-3.5310879
"1076","Rm  Sărat",1,14.4972374,43.8431014
"1077","Robledo de Chavela",1,40.5009201,-4.2380999
"1078","Rocca di Caprileone",1,38.1027093,14.7164617
"1079","Rödermark",1,49.9798913,8.8088274
"1080","Rodez",2,44.3513062,2.5727883
"1081","Romanel sur Lausanne",3,46.5621173,6.6055577
"1082","Rosario",4,-32.9595004,-60.6615415
"1083","Roskilde",4,55.6433478,12.0819247
"1084","Ross shire",1,57.5958187,-4.42741669577114
"1085","Rostock",3,54.0924445,12.1286127
"1086","Rott am Lech",1,47.9049209,10.9695211
"1087","Rovigo",1,44.97720615,12.2741904369642
"1088","Røyse",1,60.6256106,10.7643836
"1089","Rubí",4,41.4936194,2.0319476
"1090","Ruds Vedby",1,55.5400525,11.3792727828271
"1091","Ruma",1,41.8933203,12.4829321
"1092","Rungis",1,48.7484048,2.3472665
"1093","Rüschlikon",1,47.307465,8.5546421
"1094","Rüsselsheim",1,49.991701,8.4138251
"1095","Rutherford",1,40.826489,-74.1068091
"1096","Rütte",1,47.7125914,8.0863406
"1097","S  Angela in Formis",1,NA,NA
"1098","S  Angelo in Formis",4,41.1195312,14.2507938
"1099","s  l",1,35.57525385,-78.7423734349937
"1100","S  l",1,35.57525385,-78.7423734349937
"1101","S  Peterburg",2,59.9368729,30.2828245
"1102","s Hertogenbosch",2,51.6889387,5.303116
"1103","s l",1,35.57525385,-78.7423734349937
"1104","Saarbrjukken",1,NA,NA
"1105","Saarbrücken Dudweiler",1,49.2923067,7.0279439
"1106","Sada",1,14.5844444,29.4917691
"1107","Sadków",1,51.397354,21.2204593
"1108","Saettle",1,NA,NA
"1109","Saint Clément",1,49.7765278,4.0716276
"1110","Saint Clément la Rivière",3,43.6833509,3.84627004059406
"1111","Saint Denis",2,48.935773,2.3580232
"1112","Saint Didier",1,46.7086,5.51072
"1113","Saint Fargeau",2,47.6402988,3.0722102
"1114","Saint Lubin de La Haye",2,48.8196524,1.5698929
"1115","Saint Maurice",1,48.3275249,7.3363439
"1116","Saint Nazaire",3,47.2733517,-2.2138905
"1117","Saint Pierre La Vieille",2,48.9188612,-0.5754629
"1118","Saint Quentin de Caplong",1,44.7832132,0.1305517
"1119","Saint Sernin",1,43.2332948,1.8034485
"1120","Saint Victor d Epine",4,49.20922,0.60656
"1121","Saint Vincent de Mercuze",1,45.373,5.95104
"1122","Saint Vith",1,50.2803881,6.1258953
"1123","Saintes",1,45.7460663,-0.6300671
"1124","Šakiai",1,54.9559617,23.0395432
"1125","Sala Södermalm",2,NA,NA
"1126","Salo",4,-31.7613365,-71.3187697
"1127","Saluzzo",1,44.6446052,7.4926009
"1128","Salzburg",4,47.7981346,13.0464806
"1129","Šamorín",2,48.0275832,17.3115709
"1130","San Cugat del Vallés",1,41.4728432,2.0817809
"1131","San Diego",4,32.7174202,-117.1627728
"1132","San Francsico",1,13.7705588,-90.0625374
"1133","San Martín",2,-7,-76.833333
"1134","San Miguel de Abona",1,28.06982325,-16.622017596188
"1135","San Pietro in Cariano",1,45.5209134,10.8863774
"1136","San Salvador",1,13.6989939,-89.1914249
"1137","Sandomierz",4,50.6793066,21.7495055
"1138","Sandpoint",1,48.2765903,-116.553247
"1139","Sankt Petersburg",1,59.938732,30.316229
"1140","Sant Cugat del Vallés",1,41.4728432,2.0817809
"1141","Sant Oreste",1,42.2347915,12.518905
"1142","Santa Cruz de Tenerife",2,28.469648,-16.2540884
"1143","Santa Maria Capua Vetere",1,41.0799225,14.2563971
"1144","Santa Úrsula",1,28.40617665,-16.4799172501296
"1145","Santafé de Bogotá",1,4.60695315,-74.0713236884093
"1146","Santander",3,43.4620412,-3.8099719
"1147","Santiago",2,-33.4377756,-70.6504502
"1148","Santiago de Chile",4,-33.4377756,-70.6504502
"1149","São João del Rey",1,-22.94686265,-43.1885964974695
"1150","Sao José do Rio Preto",1,-20.8125851,-49.3804212
"1151","São José do Rio Preto",1,-20.8125851,-49.3804212
"1152","Sao Paulo",1,-23.5506507,-46.6333824
"1153","São Paulo SP",1,-23.5506507,-46.6333824
"1154","Saraviponti",2,NA,NA
"1155","Sastamala",1,61.45004805,22.8416608679019
"1156","Saulxures",3,47.9551027,5.5862383
"1157","Sausalito",3,37.8590272,-122.485469
"1158","Savage",1,44.7779041,-93.3356204
"1159","Saxonville",1,42.3256181,-71.4007039
"1160","Scandicci",1,43.7567104,11.1847619
